customer_id,age,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,num_support_calls,satisfaction_score,signup_date,churned
35618,25,18,69.99,1259.82,One year,Credit card,DSL,1,1.0,2022-12-26,0
28190,26,13,82.71,1075.23,Two year,Credit card,Fiber optic,3,4.0,2021-12-12,0
2419,45,13,65.9,856.7,Month-to-month,Electronic check,Fiber optic,2,2.0,2018-05-04,0
47638,24,4,84.76,339.04,Two year,Credit card,DSL,1,1.0,2024-09-01,0
34380,44,34,104.16,3541.44,Two year,Electronic check,DSL,1,4.0,2022-10-24,1
34341,32,32,10.0,320.0,Month-to-month,Bank transfer,Fiber optic,2,4.0,2022-10-22,0
19131,18,13,60.53,786.89,Month-to-month,Credit card,Fiber optic,0,3.0,2020-09-04,0
49383,51,37,73.06,2703.22,Month-to-month,Credit card,Fiber optic,2,4.0,2024-11-29,0
26531,22,37,65.62,2427.94,Month-to-month,Bank transfer,Fiber optic,1,5.0,2021-09-18,0
26754,23,3,62.11,186.33,Month-to-month,Credit card,DSL,1,5.0,2021-09-29,0
13996,49,15,43.69,655.35,Two year,Electronic check,DSL,3,4.0,2019-12-17,0
20835,44,22,51.01,1122.22,Month-to-month,Credit card,Fiber optic,4,3.0,2020-12-01,0
33978,55,6,58.1,348.6,Two year,Electronic check,No,1,3.0,2022-10-03,0
22365,29,62,66.74,4137.88,Month-to-month,Electronic check,Fiber optic,2,4.0,2021-02-17,0
36230,43,24,29.59,710.16,Two year,Credit card,No,3,,2023-01-27,0
2323,46,35,92.86,3250.1,Two year,Credit card,DSL,4,4.0,2018-04-29,0
25392,43,17,34.28,582.76,Month-to-month,Mailed check,DSL,2,4.0,2021-07-22,0
42525,54,63,89.15,5616.45,Month-to-month,Credit card,DSL,4,4.0,2023-12-14,0
45157,37,108,50.08,5408.64,Month-to-month,Bank transfer,Fiber optic,0,2.0,2024-04-27,0
46129,37,38,107.06,4068.28,Month-to-month,Mailed check,Fiber optic,0,5.0,2024-06-16,0
470,31,40,88.4,3536.0,Two year,Mailed check,Fiber optic,2,2.0,2018-01-24,0
47733,43,28,58.5,1638.0,One year,Mailed check,DSL,4,4.0,2024-09-06,0
32052,42,15,44.53,667.95,,Electronic check,Fiber optic,3,4.0,2022-06-27,0
4970,61,3,71.61,214.83,One year,Credit card,Fiber optic,0,3.0,2018-09-12,0
32977,54,7,107.91,755.37,Month-to-month,Bank transfer,Fiber optic,1,3.0,2022-08-13,0
16934,61,39,38.58,1504.62,Two year,Credit card,No,0,4.0,2020-05-15,0
39996,56,12,112.42,1349.04,Month-to-month,Electronic check,No,4,4.0,2023-08-07,0
20053,18,3,86.19,258.57,Month-to-month,Electronic check,Fiber optic,3,4.0,2020-10-22,0
18177,71,12,96.86,1162.32,One year,Electronic check,Fiber optic,2,2.0,2020-07-18,0
49562,65,10,10.0,100.0,One year,Mailed check,Fiber optic,2,4.0,2024-12-08,0
1031,36,8,35.75,286.0,Month-to-month,Electronic check,DSL,2,3.0,2018-02-22,1
18830,44,3,81.46,244.38,Month-to-month,Bank transfer,Fiber optic,1,5.0,2020-08-20,1
49861,18,0,46.19,0.0,One year,,Fiber optic,5,3.0,2024-12-23,0
28582,18,6,37.66,225.96,Month-to-month,Bank transfer,No,2,3.0,2022-01-01,0
15171,37,3,16.79,50.37,Month-to-month,Credit card,Fiber optic,3,1.0,2020-02-15,1
27984,57,24,43.62,1046.88,One year,Electronic check,Fiber optic,3,4.0,2021-12-01,0
12352,35,53,60.51,3207.03,Month-to-month,Credit card,DSL,1,2.0,2019-09-24,0
30649,47,29,68.25,1979.25,One year,Electronic check,No,5,4.0,2022-04-16,0
37110,30,5,67.34,336.7,Month-to-month,Electronic check,Fiber optic,3,5.0,2023-03-13,0
30372,51,28,80.19,2245.32,Two year,Electronic check,Fiber optic,3,5.0,2022-04-02,0
27319,60,16,49.6,793.6,month-to-month,Bank transfer,Fiber optic,1,5.0,2021-10-28,1
34740,26,30,117.17,3515.1,,Credit card,No,3,4.0,2022-11-11,0
46917,21,19,54.85,1042.15,,Electronic check,No,2,3.0,2024-07-26,0
42703,32,13,65.68,853.84,One year,Mailed check,DSL,2,2.0,2023-12-23,0
18766,31,14,54.99,769.86,One year,Credit card,DSL,2,4.0,2020-08-17,0
47575,35,34,88.09,2995.06,One year,Mailed check,DSL,0,1.0,2024-08-29,1
26734,37,47,80.85,3799.95,Month-to-month,Electronic check,No,2,,2021-09-28,0
15281,44,12,42.64,511.68,One year,Credit card,No,2,4.0,2020-02-21,0
40684,48,13,61.71,802.23,Two year,Credit card,DSL,1,5.0,2023-09-11,0
4304,50,43,79.46,3416.78,Month-to-month,Bank transfer,Fiber optic,1,4.0,2018-08-08,0
44803,30,21,29.1,611.1,Month-to-month,Electronic check,DSL,2,5.0,2024-04-09,0
29096,34,35,87.19,3051.65,Two year,Credit card,No,4,5.0,2022-01-27,0
3571,35,22,115.87,2549.14,One year,Bank transfer,DSL,4,3.0,2018-07-02,0
11835,18,24,54.96,1319.04,One year,Electronic check,No,1,3.0,2019-08-28,0
17533,35,0,122.34,0.0,Two year,Credit card,Fiber optic,4,3.0,2020-06-15,0
33948,32,14,,747.18,Month-to-month,Bank transfer,Fiber optic,2,4.0,2022-10-02,0
49748,33,22,39.67,872.74,Month-to-month,Mailed check,No,2,4.0,2024-12-18,0
30381,41,4,10.0,40.0,Month-to-month,Mailed check,Fiber optic,1,3.0,2022-04-03,0
38376,43,25,55.26,1381.5,One year,Bank transfer,Fiber optic,1,3.0,2023-05-16,0
10601,57,6,56.09,336.54,Month-to-month,Electronic check,No,1,2.0,2019-06-26,1
28883,42,4,54.28,217.12,Month-to-month,Credit card,Fiber optic,2,2.0,2022-01-16,1
32648,31,10,45.99,459.9,One year,Electronic check,No,0,4.0,2022-07-27,0
21568,18,51,55.95,2853.45,Month-to-month,Mailed check,DSL,7,5.0,2021-01-07,1
4409,48,29,102.15,2962.35,Month-to-month,Mailed check,DSL,3,4.0,2018-08-14,0
33659,54,1,78.67,78.67,Month-to-month,Credit card,DSL,1,4.0,2022-09-17,0
22572,54,117,52.08,6093.36,Month-to-month,Mailed check,Fiber optic,3,3.0,2021-02-27,0
10563,40,43,84.97,3653.71,Month-to-month,Credit card,DSL,1,3.0,2019-06-24,0
41791,39,9,115.95,1043.55,One year,,Fiber optic,2,3.0,2023-11-07,0
46096,43,63,91.02,5734.26,Month-to-month,Bank transfer,Fiber optic,0,5.0,2024-06-14,0
20266,45,31,71.43,2214.33,One year,Credit card,DSL,4,4.0,2020-11-01,0
10677,56,6,67.61,405.66,,Credit card,DSL,0,5.0,2019-06-30,0
2433,39,18,96.86,1743.48,Two year,Electronic check,Fiber optic,2,4.0,2018-05-05,0
2758,28,36,40.13,1444.68,One year,Electronic check,DSL,1,4.0,2018-05-21,0
46067,18,7,79.08,553.56,,Mailed check,Fiber optic,2,5.0,2024-06-12,0
15727,60,4,101.65,406.6,Month-to-month,Mailed check,DSL,3,2.0,2020-03-14,1
4230,40,0,,0.0,One year,Bank transfer,Fiber optic,4,4.0,2018-08-05,0
49099,58,4,110.05,440.2,One year,Credit card,Fiber optic,1,5.0,2024-11-14,0
5196,33,49,47.19,2312.31,Month-to-month,Electronic check,Fiber optic,0,4.0,2018-09-23,0
13357,32,39,51.81,2020.59,One year,Bank transfer,DSL,5,3.0,2019-11-14,0
41959,54,27,10.0,270.0,Month-to-month,Mailed check,DSL,4,3.0,2023-11-15,0
12489,39,110,43.07,4737.7,Month-to-month,Bank transfer,DSL,2,5.0,2019-10-01,1
20193,36,5,42.38,211.9,Month-to-month,Electronic check,Fiber optic,0,5.0,2020-10-29,1
7325,47,5,53.62,268.1,One year,Bank transfer,No,3,4.0,2019-01-10,0
4411,29,9,44.19,397.71,Two year,Credit card,Fiber optic,2,2.0,2018-08-14,0
7162,39,44,81.83,3600.52,,Credit card,No,1,3.0,2019-01-02,0
23324,54,36,47.57,1712.52,One year,Electronic check,DSL,3,4.0,2021-04-07,0
31339,24,37,104.33,3860.21,Two year,Mailed check,No,2,2.0,2022-05-22,0
31445,34,16,98.39,1574.24,One year,Credit card,No,1,5.0,2022-05-27,0
8587,67,23,35.77,822.71,One year,Credit card,No,2,4.0,2019-03-15,0
6080,60,5,109.36,546.8,Month-to-month,Mailed check,DSL,1,5.0,2018-11-07,0
19648,18,28,87.75,2457.0,Two year,Electronic check,Fiber optic,2,3.0,2020-10-01,0
21369,52,54,64.55,3485.7,,Bank transfer,DSL,1,4.0,2020-12-28,0
18619,18,17,80.52,1368.84,Month-to-month,Credit card,DSL,1,3.0,2020-08-09,1
49317,18,12,76.08,912.96,One year,Credit card,DSL,2,4.0,2024-11-26,0
24390,42,11,,827.97,Month-to-month,Mailed check,No,0,4.0,2021-05-31,1
47182,25,46,113.1,5202.6,One year,Mailed check,DSL,1,4.0,2024-08-08,0
36540,34,37,65.75,2432.75,Month-to-month,Electronic check,DSL,3,4.0,2023-02-11,1
30709,29,9,44.91,404.19,One year,Electronic check,Fiber optic,1,3.0,2022-04-19,0
26578,36,41,88.27,3619.07,Month-to-month,Electronic check,DSL,6,5.0,2021-09-20,1
15074,64,3,30.09,90.27,One year,Credit card,Fiber optic,0,4.0,2020-02-10,0
32470,23,62,62.21,3857.02,,Electronic check,DSL,2,4.0,2022-07-18,0
22558,42,61,71.72,4374.92,Two year,Electronic check,Fiber optic,0,1.0,2021-02-27,0
40276,57,17,48.55,825.35,Month-to-month,Bank transfer,Fiber optic,0,4.0,2023-08-21,1
1600,29,0,73.24,0.0,Month-to-month,Credit card,DSL,3,5.0,2018-03-23,1
29197,42,19,63.29,1202.51,One year,Bank transfer,DSL,2,2.0,2022-02-01,0
18295,38,10,20.49,204.9,One year,Bank transfer,Fiber optic,2,5.0,2020-07-24,0
49100,38,64,83.43,5339.52,Two year,Credit card,Fiber optic,2,5.0,2024-11-14,0
47575,35,34,88.09,2995.06,,Mailed check,DSL,0,1.0,2024-08-29,1
28613,63,1,74.49,74.49,Two year,Electronic check,Fiber optic,1,4.0,2022-01-02,0
9937,44,35,42.8,1498.0,One year,Credit card,Fiber optic,5,3.0,2019-05-23,0
39679,38,3,49.19,147.57,Month-to-month,Mailed check,DSL,3,,2023-07-22,0
9831,24,12,,786.84,Month-to-month,Electronic check,DSL,1,3.0,2019-05-18,0
7673,45,7,133.2,932.4,One year,Credit card,Fiber optic,4,4.0,2019-01-28,0
16427,33,6,96.33,577.98,One year,Bank transfer,DSL,4,3.0,2020-04-19,0
28899,26,2,71.42,142.84,Month-to-month,Credit card,Fiber optic,3,4.0,2022-01-17,0
34564,18,62,82.99,5145.38,Month-to-month,Electronic check,Fiber optic,2,2.0,2022-11-02,1
16349,40,13,114.42,1487.46,Month-to-month,Mailed check,Fiber optic,2,4.0,2020-04-15,1
4606,36,2,106.41,212.82,Month-to-month,Bank transfer,Fiber optic,3,3.0,2018-08-24,1
44796,27,14,108.7,1521.8,One year,Bank transfer,Fiber optic,1,4.0,2024-04-08,0
40968,23,24,128.69,3088.56,Month-to-month,Mailed check,Fiber optic,6,1.0,2023-09-26,1
27429,50,5,138.35,691.75,Two year,Credit card,DSL,1,5.0,2021-11-03,0
22002,38,4,87.36,349.44,Month-to-month,,Fiber optic,0,3.0,2021-01-29,1
6182,35,9,61.63,554.67,Month-to-month,Bank transfer,Fiber optic,0,5.0,2018-11-12,0
45298,34,96,49.39,4741.44,,Electronic check,DSL,6,2.0,2024-05-04,0
6789,23,19,49.79,946.01,One year,Credit card,DSL,0,4.0,2018-12-14,0
27320,48,64,55.56,3555.84,,Bank transfer,DSL,2,4.0,2021-10-28,0
10241,65,63,79.26,4993.38,One year,Mailed check,DSL,3,4.0,2019-06-08,0
20445,20,6,37.8,226.8,Month-to-month,Mailed check,No,3,4.0,2020-11-11,0
15275,46,10,40.7,407.0,Month-to-month,Credit card,Fiber optic,1,3.0,2020-02-20,0
7754,29,2,51.19,102.38,Two year,Electronic check,No,3,2.0,2019-02-01,1
24855,47,29,82.56,2394.24,Two year,Mailed check,Fiber optic,1,2.0,2021-06-24,0
41387,31,1,74.15,74.15,One year,Bank transfer,Fiber optic,0,5.0,2023-10-17,0
35607,24,19,80.16,1523.04,One year,Credit card,DSL,2,3.0,2022-12-26,0
13540,34,1,88.18,88.18,Two year,Bank transfer,No,3,5.0,2019-11-24,0
32393,53,1,74.75,74.75,Month-to-month,Mailed check,No,4,3.0,2022-07-14,0
2562,41,26,124.66,3241.16,One year,Mailed check,Fiber optic,1,4.0,2018-05-11,0
36733,18,52,63.14,3283.28,One year,Mailed check,Fiber optic,1,3.0,2023-02-21,0
1813,64,47,93.3,4385.1,Two year,Credit card,DSL,2,4.0,2018-04-03,0
14501,57,22,94.87,2087.14,,Bank transfer,Fiber optic,3,4.0,2020-01-12,0
18779,36,18,74.42,1339.56,Month-to-month,Electronic check,DSL,0,3.0,2020-08-17,1
7892,55,2,41.87,83.74,Month-to-month,Credit card,DSL,4,3.0,2019-02-08,0
49930,44,14,114.78,1606.92,Month-to-month,Mailed check,DSL,4,3.0,2024-12-27,0
19453,49,69,137.9,9515.1,One year,Electronic check,No,1,5.0,2020-09-21,0
4580,52,15,106.77,1601.55,One year,Mailed check,Fiber optic,2,4.0,2018-08-23,0
27728,48,47,85.95,4039.65,Month-to-month,Bank transfer,DSL,1,1.0,2021-11-18,0
34150,59,0,88.18,0.0,Month-to-month,Electronic check,DSL,4,5.0,2022-10-12,1
27041,31,76,109.42,8315.92,Two year,Bank transfer,DSL,4,2.0,2021-10-14,0
660,37,12,41.66,499.92,Two year,Electronic check,DSL,3,2.0,2018-02-03,0
47691,28,111,51.45,5710.95,Two year,Electronic check,Fiber optic,6,3.0,2024-09-03,0
40772,25,79,106.49,8412.71,Two year,Credit card,Fiber optic,2,5.0,2023-09-16,0
35150,49,18,59.47,1070.46,Month-to-month,Electronic check,DSL,0,5.0,2022-12-02,0
2111,31,3,79.54,238.62,One year,Electronic check,DSL,1,3.0,2018-04-18,0
31809,18,4,95.0,380.0,Month-to-month,Bank transfer,Fiber optic,2,4.0,2022-06-15,1
23535,25,36,52.42,1887.12,Two year,Mailed check,DSL,6,4.0,2021-04-18,0
17438,18,1,,92.27,One year,Credit card,Fiber optic,0,5.0,2020-06-10,0
47214,81,40,100.94,4037.6,Month-to-month,Credit card,DSL,2,4.0,2024-08-10,0
45928,41,10,65.51,655.1,Month-to-month,Credit card,Fiber optic,1,2.0,2024-06-05,0
20713,29,22,96.58,2124.76,One year,Credit card,DSL,1,3.0,2020-11-24,0
6940,20,1,102.69,102.69,Month-to-month,Bank transfer,No,1,4.0,2018-12-21,1
10553,20,81,24.23,1962.63,Month-to-month,Electronic check,Fiber optic,2,,2019-06-24,0
31632,29,0,70.67,0.0,One year,Credit card,No,0,4.0,2022-06-06,0
19619,35,33,83.16,2744.28,Two year,Electronic check,Fiber optic,1,3.0,2020-09-29,0
4306,18,14,76.81,1075.34,One year,Credit card,No,1,4.0,2018-08-09,0
20778,18,60,95.66,5739.6,One year,Bank transfer,DSL,7,4.0,2020-11-28,0
47300,50,48,86.7,4161.6,Two year,Mailed check,Fiber optic,0,5.0,2024-08-14,0
48140,45,5,103.62,518.1,One year,Electronic check,No,3,3.0,2024-09-26,0
29793,55,50,123.92,6196.0,Two year,Credit card,No,2,2.0,2022-03-03,0
48493,33,105,81.5,8557.5,One year,Electronic check,Fiber optic,2,4.0,2024-10-14,0
48363,42,4,132.51,530.04,Month-to-month,Mailed check,Fiber optic,0,1.0,2024-10-08,0
9085,60,8,102.69,821.52,Two year,Credit card,Fiber optic,4,4.0,2019-04-10,0
37180,27,9,95.48,859.32,Month-to-month,Bank transfer,Fiber optic,0,3.0,2023-03-16,1
17705,58,47,53.74,2525.78,,Electronic check,Fiber optic,4,4.0,2020-06-24,0
15680,39,4,67.35,269.4,Two year,Electronic check,Fiber optic,2,4.0,2020-03-12,0
4087,52,49,56.92,2789.08,One year,Electronic check,DSL,2,3.0,2018-07-28,0
49578,38,25,116.49,2912.25,Two year,Credit card,Fiber optic,2,4.0,2024-12-09,0
11710,38,114,53.32,6078.48,One year,Mailed check,DSL,3,1.0,2019-08-22,0
29652,45,47,64.56,3034.32,Month-to-month,Bank transfer,No,3,4.0,2022-02-24,0
36065,48,68,60.31,4101.08,One year,Electronic check,No,6,4.0,2023-01-18,0
47253,24,53,39.71,2104.63,One year,Electronic check,DSL,3,3.0,2024-08-12,0
46944,28,21,133.81,2810.01,Month-to-month,Electronic check,Fiber optic,1,2.0,2024-07-27,0
46349,18,12,99.45,1193.4,Month-to-month,Credit card,DSL,4,1.0,2024-06-27,1
34818,31,20,102.5,2050.0,One year,Bank transfer,DSL,2,4.0,2022-11-15,0
48894,25,69,33.11,2284.59,Two year,Credit card,Fiber optic,2,3.0,2024-11-04,0
12267,30,10,99.02,990.2,Month-to-month,Credit card,DSL,1,4.0,2019-09-20,0
30791,19,2,19.81,39.62,month-to-month,Mailed check,Fiber optic,2,2.0,2022-04-24,0
13300,18,59,47.21,2785.39,Month-to-month,,Fiber optic,0,4.0,2019-11-11,0
6202,23,69,77.41,5341.29,Month-to-month,Credit card,No,2,2.0,2018-11-14,0
26764,31,13,69.31,901.03,Month-to-month,Electronic check,No,0,2.0,2021-09-30,1
49271,49,26,97.12,2525.12,Month-to-month,Electronic check,No,0,3.0,2024-11-23,0
25330,24,5,43.34,216.7,Two year,Credit card,Fiber optic,2,5.0,2021-07-18,0
41528,20,43,78.95,3394.85,One year,Electronic check,Fiber optic,1,3.0,2023-10-24,0
48796,34,11,76.94,846.34,Month-to-month,Mailed check,Fiber optic,4,5.0,2024-10-30,0
25387,47,5,72.05,360.25,Month-to-month,Mailed check,Fiber optic,2,3.0,2021-07-21,0
17379,52,21,99.43,2088.03,One year,Credit card,DSL,4,4.0,2020-06-07,0
32710,52,50,45.67,2283.5,One year,Credit card,Fiber optic,1,4.0,2022-07-31,0
16681,45,49,112.45,5510.05,One year,Credit card,Fiber optic,2,4.0,2020-05-02,0
18696,55,13,49.17,639.21,One year,Bank transfer,DSL,2,5.0,2020-08-13,0
29872,18,50,49.56,2478.0,One year,Mailed check,No,2,2.0,2022-03-08,0
14658,26,5,69.46,347.3,Month-to-month,Mailed check,Fiber optic,1,5.0,2020-01-20,0
13801,41,40,70.81,2832.4,One year,Bank transfer,DSL,3,4.0,2019-12-07,0
16689,45,19,86.69,1647.11,One year,Credit card,DSL,1,1.0,2020-05-03,0
5456,60,0,61.19,0.0,Month-to-month,Bank transfer,Fiber optic,4,4.0,2018-10-06,0
31714,39,5,36.92,184.6,One year,Credit card,No,1,4.0,2022-06-10,0
41696,28,12,68.68,824.16,Month-to-month,Bank transfer,Fiber optic,2,4.0,2023-11-02,0
34456,45,107,66.91,7159.37,Month-to-month,Bank transfer,DSL,2,4.0,2022-10-28,0
14826,46,47,103.58,4868.26,Month-to-month,Bank transfer,Fiber optic,0,1.0,2020-01-28,1
9469,29,43,59.17,2544.31,Two year,Credit card,DSL,2,5.0,2019-04-30,0
3306,55,20,53.2,1064.0,,Credit card,Fiber optic,3,2.0,2018-06-18,0
4265,39,35,85.06,2977.1,One year,Bank transfer,No,3,4.0,2018-08-06,0
213,54,16,45.66,730.56,,,Fiber optic,4,4.0,2018-01-11,0
28999,67,18,101.39,1825.02,One year,Credit card,No,4,3.0,2022-01-22,0
